User_Location,Artisan_Location,Skill_Type,Availability,Scheduling_Preference,Artisan_Name
Kogi,Kogi,Furniture Maker,Not Available,On-Demand,Adetokunbo Ogunlana
Lagos,Lagos,Furniture Maker,Available,Advance,Olufemi Adebiyi
Taraba,Taraba,Mechanic,Not Available,On-Demand,Adetokunbo Adegbola
Edo,Edo,Dressmaker,Not Available,Advance,Abubakar Sani
Cross River,Cross River,Painter,Not Available,On-Demand,Umar Ali
Delta,Delta,Mechanic,Not Available,On-Demand,Chidinma Nwankwo
Benue,Benue,Furniture Maker,Available,On-Demand,Chukwudi Okeke
Osun,Osun,Photographer,Available,Advance,Yusuf Muhammad
Lagos,Lagos,Mechanic,Available,On-Demand,Olufemi Ojo
Lagos,Lagos,Graphic Designer,Not Available,Advance,Hauwa Abubakar
Kano,Kano,Photographer,Not Available,Advance,Obinna Eze
Abia,Abia,Barber,Not Available,Advance,Uchechi Ibe
Kaduna,Kaduna,Makeup Artist,Available,Advance,Oluwatoyin Adebiyi
Bayelsa,Bayelsa,Hairdresser,Available,Advance,Yusuf Ibrahim
Delta,Delta,Caterer,Available,Advance,Chukwudi Nwankwo
Cross River,Cross River,Mechanic,Not Available,On-Demand,Chizoba Okafor
Zamfara,Zamfara,Welder,Not Available,Advance,Fatima Hassan
Edo,Edo,Gardener,Available,On-Demand,Chidinma Onyeka
Ekiti,Ekiti,Caterer,Available,Advance,Fatima Muhammad
Rivers,Rivers,Furniture Maker,Not Available,On-Demand,Adetokunbo Ajayi
Nasarawa,Nasarawa,Welder,Available,Advance,Oluwatoyin Ogunlana
Nasarawa,Nasarawa,Makeup Artist,Available,On-Demand,Aisha Sani
Cross River,Cross River,Barber,Not Available,On-Demand,Chukwudi Ibe
Kebbi,Kebbi,Dressmaker,Not Available,Advance,Yusuf Muhammad
Lagos,Lagos,Tailor,Not Available,Advance,Obinna Okeke
Osun,Osun,Carpenter,Available,On-Demand,Aliyu Yusuf
Sokoto,Sokoto,Hairdresser,Not Available,On-Demand,Fatima Sani
Anambra,Anambra,Hairdresser,Not Available,On-Demand,Uchechi Onyeka
Edo,Edo,Photographer,Available,On-Demand,Oluwaseun Adegbola
Anambra,Anambra,Shoe Cobbler,Available,On-Demand,Uchechi Okafor
Niger,Niger,Photographer,Not Available,Advance,Oluwatobi Ojo
Lagos,Lagos,Welder,Not Available,Advance,Chinonso Okeke
Cross River,Cross River,Furniture Maker,Available,Advance,Sadiya Hassan
Abia,Abia,Shoe Cobbler,Not Available,Advance,Chukwudi Onyeka
Bauchi,Bauchi,Dressmaker,Available,Advance,Babatunde Ajayi
Adamawa,Adamawa,Event Planner,Available,Advance,Obinna Okafor
Kogi,Kogi,Hairdresser,Available,On-Demand,Yusuf Ibrahim
Anambra,Anambra,Hairdresser,Available,On-Demand,Sadiya Sani
Cross River,Cross River,Interior Decorator,Available,On-Demand,Aliyu Yusuf
Ondo,Ondo,Photographer,Not Available,Advance,Obinna Okeke
Jigawa,Jigawa,Makeup Artist,Available,On-Demand,Chidinma Okeke
Akwa Ibom,Akwa Ibom,Plumber,Not Available,Advance,Nneka Okafor
Kano,Kano,Furniture Maker,Not Available,On-Demand,Oluwakemi Adegbola
Kwara,Kwara,Electrician,Not Available,On-Demand,Olumide Ajayi
Taraba,Taraba,Welder,Available,Advance,Olufemi Adebiyi
Gombe,Gombe,Dressmaker,Not Available,Advance,Babatunde Adegbola
Cross River,Cross River,Makeup Artist,Not Available,Advance,Abubakar Abubakar
Kogi,Kogi,Photographer,Not Available,Advance,Babatunde Adebiyi
Bayelsa,Bayelsa,Painter,Not Available,On-Demand,Olufemi Adeyemi
Sokoto,Sokoto,Tailor,Available,Advance,Babatunde Ajayi
Akwa Ibom,Akwa Ibom,Dressmaker,Not Available,Advance,Yusuf Muhammad
Osun,Osun,Furniture Maker,Available,On-Demand,Chidinma Okafor
Bauchi,Bauchi,Mechanic,Available,On-Demand,Nneka Ibe
Ondo,Ondo,Gardener,Available,Advance,Chizoba Okoye
Katsina,Katsina,Dressmaker,Available,Advance,Ifeoma Okafor
Katsina,Katsina,Interior Decorator,Not Available,Advance,Chizoba Okeke
Oyo,Oyo,Electrician,Not Available,Advance,Aisha Ibrahim
Kwara,Kwara,Makeup Artist,Not Available,Advance,Uchechi Eze
Edo,Edo,Painter,Available,On-Demand,Yusuf Ibrahim
Ebonyi,Ebonyi,Interior Decorator,Not Available,On-Demand,Olufemi Ogunleye
Gombe,Gombe,Tiler,Not Available,Advance,Adetokunbo Olawale
Kogi,Kogi,Painter,Not Available,Advance,Uchechi Okeke
Zamfara,Zamfara,Graphic Designer,Not Available,On-Demand,Olufemi Ogunleye
Ebonyi,Ebonyi,Caterer,Not Available,Advance,Sadiya Hassan
Rivers,Rivers,Carpenter,Available,Advance,Chidinma Ibe
Enugu,Enugu,Caterer,Available,On-Demand,Aliyu Yusuf
Ekiti,Ekiti,Graphic Designer,Available,On-Demand,Oluwaseun Olawale
Katsina,Katsina,Furniture Maker,Available,Advance,Chukwudi Okeke
Kebbi,Kebbi,Caterer,Available,On-Demand,Nneka Okafor
Taraba,Taraba,Furniture Maker,Available,Advance,Sadiya Yusuf
Nasarawa,Nasarawa,Carpenter,Not Available,Advance,Chinonso Okeke
Abia,Abia,Hairdresser,Available,On-Demand,Adetokunbo Ojo
Sokoto,Sokoto,Gardener,Not Available,Advance,Yusuf Hassan
Lagos,Lagos,Plumber,Not Available,On-Demand,Ifeoma Okafor
Kebbi,Kebbi,Painter,Not Available,On-Demand,Yusuf Sani
Zamfara,Zamfara,Carpenter,Available,On-Demand,Uchechi Okafor
Zamfara,Zamfara,Caterer,Not Available,On-Demand,Chinonso Okafor
Rivers,Rivers,Photographer,Available,On-Demand,Uchechi Okafor
Bayelsa,Bayelsa,Painter,Not Available,On-Demand,Chidinma Okeke
Oyo,Oyo,Makeup Artist,Not Available,On-Demand,Abubakar Umar
Cross River,Cross River,Shoe Cobbler,Not Available,Advance,Babatunde Ojo
Kano,Kano,Welder,Available,On-Demand,Umar Umar
Bauchi,Bauchi,Painter,Not Available,On-Demand,Chizoba Nwankwo
Edo,Edo,Painter,Not Available,On-Demand,Hauwa Ibrahim
Lagos,Lagos,Mechanic,Not Available,On-Demand,Hauwa Muhammad
Kwara,Kwara,Furniture Maker,Not Available,On-Demand,Babatunde Adegbola
Imo,Imo,Painter,Available,On-Demand,Adetokunbo Ogunlana
Gombe,Gombe,Makeup Artist,Not Available,Advance,Oluwaseun Ogunlana
Delta,Delta,Electrician,Not Available,On-Demand,Olumide Ojo
Katsina,Katsina,Graphic Designer,Available,On-Demand,Hauwa Yusuf
Cross River,Cross River,Graphic Designer,Not Available,Advance,Aisha Sani
Taraba,Taraba,Mechanic,Not Available,Advance,Babatunde Adebiyi
Bauchi,Bauchi,Furniture Maker,Available,Advance,Chukwudi Onyeka
Ogun,Ogun,Photographer,Not Available,Advance,Babatunde Ojo
Oyo,Oyo,Mechanic,Not Available,On-Demand,Abubakar Yusuf
Katsina,Katsina,Photographer,Available,On-Demand,Oluwakemi Olawale
Bauchi,Bauchi,Event Planner,Not Available,Advance,Umar Umar
Ogun,Ogun,Carpenter,Not Available,On-Demand,Aisha Sani
Cross River,Cross River,Electrician,Not Available,Advance,Olufemi Ajayi
Bauchi,Bauchi,Dressmaker,Available,On-Demand,Babatunde Olawale
Kogi,Kogi,Dressmaker,Available,On-Demand,Olufemi Ojo
Akwa Ibom,Akwa Ibom,Caterer,Not Available,On-Demand,Oluwatobi Ojo
Benue,Benue,Event Planner,Available,On-Demand,Yusuf Umar
Bauchi,Bauchi,Hairdresser,Available,Advance,Chinonso Okoye
Kebbi,Kebbi,Gardener,Not Available,Advance,Nneka Okafor
Ogun,Ogun,Graphic Designer,Available,On-Demand,Uchechi Nwankwo
Ondo,Ondo,Mechanic,Not Available,On-Demand,Uchechi Okafor
Akwa Ibom,Akwa Ibom,Tiler,Available,Advance,Chinonso Nwankwo
Benue,Benue,Carpenter,Available,Advance,Adetokunbo Olawale
Benue,Benue,Hairdresser,Available,On-Demand,Chukwudi Okeke
Lagos,Lagos,Gardener,Not Available,On-Demand,Aliyu Sani
Cross River,Cross River,Interior Decorator,Not Available,Advance,Chinonso Okoye
Zamfara,Zamfara,Tailor,Not Available,On-Demand,Chinonso Nwankwo
Nasarawa,Nasarawa,Welder,Available,Advance,Chizoba Okafor
Niger,Niger,Hairdresser,Available,Advance,Olufemi Ojo
Lagos,Lagos,Tailor,Available,Advance,Adetokunbo Adeyemi
Plateau,Plateau,Event Planner,Not Available,On-Demand,Yusuf Umar
Zamfara,Zamfara,Mechanic,Not Available,On-Demand,Uchechi Onyeka
Edo,Edo,Furniture Maker,Available,Advance,Sadiya Yusuf
Kano,Kano,Barber,Not Available,On-Demand,Babatunde Adebiyi
Lagos,Lagos,Mechanic,Not Available,Advance,Chinonso Onyeka
Edo,Edo,Furniture Maker,Not Available,On-Demand,Oluwatobi Adebiyi
Anambra,Anambra,Graphic Designer,Not Available,Advance,Oluwaseun Ajayi
Adamawa,Adamawa,Mechanic,Not Available,On-Demand,Umar Ibrahim
Adamawa,Adamawa,Tailor,Not Available,On-Demand,Oluwakemi Ajayi
Gombe,Gombe,Painter,Available,On-Demand,Nneka Eze
Kano,Kano,Hairdresser,Available,Advance,Oluwaseun Adegbola
Kano,Kano,Carpenter,Not Available,Advance,Sadiya Ali
Cross River,Cross River,Graphic Designer,Available,Advance,Sadiya Muhammad
Jigawa,Jigawa,Makeup Artist,Available,Advance,Chizoba Okafor
Anambra,Anambra,Graphic Designer,Available,On-Demand,Chukwudi Onyeka
Cross River,Cross River,Interior Decorator,Available,On-Demand,Umar Ibrahim
Delta,Delta,Tailor,Not Available,Advance,Chidinma Okafor
Adamawa,Adamawa,Shoe Cobbler,Available,Advance,Fatima Sani
Gombe,Gombe,Welder,Not Available,On-Demand,Chidinma Nwankwo
Adamawa,Adamawa,Electrician,Not Available,Advance,Babatunde Olawale
Ondo,Ondo,Makeup Artist,Not Available,On-Demand,Babatunde Ogunlana
Osun,Osun,Event Planner,Not Available,On-Demand,Chukwudi Okafor
Bayelsa,Bayelsa,Makeup Artist,Available,Advance,Obinna Okeke
Kebbi,Kebbi,Hairdresser,Available,Advance,Umar Hassan
Kwara,Kwara,Gardener,Available,Advance,Adetokunbo Olawale
Zamfara,Zamfara,Makeup Artist,Available,Advance,Sadiya Sani
Cross River,Cross River,Tailor,Available,On-Demand,Uchechi Okafor
Niger,Niger,Electrician,Not Available,On-Demand,Oluwakemi Ogunlana
Borno,Borno,Shoe Cobbler,Available,On-Demand,Oluwaseun Adebiyi
Niger,Niger,Electrician,Available,On-Demand,Olumide Adebiyi
Katsina,Katsina,Barber,Not Available,On-Demand,Oluwaseun Olawale
Plateau,Plateau,Event Planner,Available,Advance,Umar Sani
Taraba,Taraba,Event Planner,Not Available,Advance,Hauwa Ali
Oyo,Oyo,Graphic Designer,Available,On-Demand,Obinna Ibe
Delta,Delta,Plumber,Available,On-Demand,Chizoba Eze
Bauchi,Bauchi,Dressmaker,Not Available,Advance,Umar Sani
Kebbi,Kebbi,Shoe Cobbler,Not Available,On-Demand,Oluwatoyin Adegbola
Imo,Imo,Dressmaker,Not Available,Advance,Abubakar Abubakar
Taraba,Taraba,Electrician,Available,Advance,Chukwudi Okoye
Delta,Delta,Dressmaker,Available,Advance,Hauwa Yusuf
Lagos,Lagos,Carpenter,Available,On-Demand,Ifeoma Ibe
Kebbi,Kebbi,Furniture Maker,Available,Advance,Adetokunbo Ojo
Bauchi,Bauchi,Tiler,Not Available,Advance,Sadiya Ibrahim
Akwa Ibom,Akwa Ibom,Event Planner,Not Available,Advance,Aisha Abubakar
Cross River,Cross River,Photographer,Available,On-Demand,Oluwatobi Olawale
Sokoto,Sokoto,Dressmaker,Not Available,On-Demand,Ifeoma Okoye
Taraba,Taraba,Welder,Available,Advance,Oluwatoyin Adegbola
Plateau,Plateau,Makeup Artist,Not Available,On-Demand,Umar Abubakar
Lagos,Lagos,Barber,Not Available,On-Demand,Oluwatoyin Ogunlana
Adamawa,Adamawa,Electrician,Available,Advance,Nneka Okeke
Kebbi,Kebbi,Barber,Not Available,Advance,Umar Yusuf
Imo,Imo,Mechanic,Available,Advance,Hauwa Sani
Ebonyi,Ebonyi,Painter,Available,On-Demand,Oluwakemi Ogunleye
Gombe,Gombe,Hairdresser,Available,On-Demand,Oluwatoyin Ojo
Benue,Benue,Furniture Maker,Not Available,On-Demand,Abubakar Sani
Bauchi,Bauchi,Graphic Designer,Available,Advance,Olufemi Ogunlana
Kebbi,Kebbi,Painter,Not Available,On-Demand,Obinna Nwankwo
Jigawa,Jigawa,Electrician,Not Available,On-Demand,Aisha Ali
Taraba,Taraba,Painter,Not Available,On-Demand,Chizoba Onyeka
Jigawa,Jigawa,Dressmaker,Available,On-Demand,Obinna Okeke
Ogun,Ogun,Tailor,Available,On-Demand,Ifeoma Nwankwo
Anambra,Anambra,Tailor,Available,On-Demand,Abubakar Ibrahim
Zamfara,Zamfara,Tailor,Not Available,Advance,Nneka Eze
Zamfara,Zamfara,Caterer,Available,On-Demand,Fatima Ibrahim
Delta,Delta,Barber,Available,On-Demand,Chizoba Okoye
Kogi,Kogi,Barber,Not Available,On-Demand,Oluwatoyin Adebiyi
Ondo,Ondo,Hairdresser,Not Available,Advance,Oluwakemi Olawale
Kebbi,Kebbi,Electrician,Available,Advance,Nneka Okafor
Delta,Delta,Painter,Available,On-Demand,Chidinma Okafor
Abia,Abia,Welder,Not Available,Advance,Oluwatoyin Adegbola
Osun,Osun,Interior Decorator,Not Available,Advance,Olumide Adeyemi
Katsina,Katsina,Graphic Designer,Not Available,Advance,Ifeoma Nwankwo
Kano,Kano,Mechanic,Available,Advance,Oluwaseun Ajayi
Imo,Imo,Painter,Not Available,Advance,Uchechi Okoye
Edo,Edo,Gardener,Not Available,Advance,Oluwatobi Adebiyi
Ekiti,Ekiti,Interior Decorator,Available,Advance,Obinna Okafor
Kano,Kano,Carpenter,Not Available,On-Demand,Sadiya Umar
Taraba,Taraba,Gardener,Not Available,On-Demand,Oluwatobi Ogunleye
Oyo,Oyo,Shoe Cobbler,Not Available,On-Demand,Sadiya Ibrahim
Adamawa,Adamawa,Caterer,Available,Advance,Babatunde Adebiyi
Katsina,Katsina,Mechanic,Available,On-Demand,Olumide Adebiyi
Taraba,Taraba,Dressmaker,Available,Advance,Oluwatobi Ogunlana
Kano,Kano,Caterer,Not Available,On-Demand,Chukwudi Eze
Ekiti,Ekiti,Painter,Not Available,Advance,Oluwatobi Ogunlana
Kano,Kano,Caterer,Not Available,Advance,Chizoba Onyeka
Enugu,Enugu,Shoe Cobbler,Available,Advance,Olumide Ogunlana
Yobe,Yobe,Barber,Available,On-Demand,Adetokunbo Ogunleye
Akwa Ibom,Akwa Ibom,Tailor,Not Available,Advance,Sadiya Ali
Delta,Delta,Painter,Available,On-Demand,Olumide Ajayi
Kano,Kano,Event Planner,Available,On-Demand,Oluwaseun Adebiyi
Borno,Borno,Graphic Designer,Not Available,On-Demand,Olufemi Adebiyi
Katsina,Katsina,Hairdresser,Available,On-Demand,Oluwaseun Ogunleye
Abia,Abia,Graphic Designer,Not Available,Advance,Chukwudi Eze
Abia,Abia,Hairdresser,Available,On-Demand,Yusuf Yusuf
Ogun,Ogun,Tiler,Available,On-Demand,Uchechi Okoye
Rivers,Rivers,Shoe Cobbler,Not Available,On-Demand,Adetokunbo Adegbola
Bauchi,Bauchi,Dressmaker,Not Available,Advance,Abubakar Yusuf
Kwara,Kwara,Plumber,Available,On-Demand,Oluwatoyin Adeyemi
Kaduna,Kaduna,Event Planner,Not Available,On-Demand,Uchechi Okeke
Nasarawa,Nasarawa,Gardener,Available,On-Demand,Hauwa Sani
Nasarawa,Nasarawa,Carpenter,Not Available,On-Demand,Hauwa Abubakar
Niger,Niger,Carpenter,Available,Advance,Oluwakemi Adegbola
Gombe,Gombe,Caterer,Not Available,On-Demand,Hauwa Yusuf
Edo,Edo,Graphic Designer,Available,Advance,Aliyu Ali
Borno,Borno,Tiler,Not Available,On-Demand,Olumide Adeyemi
Osun,Osun,Furniture Maker,Not Available,On-Demand,Oluwatoyin Ojo
Edo,Edo,Painter,Not Available,On-Demand,Ifeoma Eze
Yobe,Yobe,Barber,Available,Advance,Olufemi Ogunlana
Kebbi,Kebbi,Gardener,Not Available,On-Demand,Umar Ali
Lagos,Lagos,Makeup Artist,Not Available,Advance,Olumide Ajayi
Rivers,Rivers,Barber,Available,On-Demand,Fatima Umar
Anambra,Anambra,Barber,Not Available,Advance,Oluwatoyin Ogunleye
Oyo,Oyo,Dressmaker,Available,Advance,Oluwakemi Olawale
Osun,Osun,Event Planner,Available,On-Demand,Adetokunbo Olawale
Osun,Osun,Interior Decorator,Not Available,Advance,Aisha Hassan
Kogi,Kogi,Plumber,Not Available,On-Demand,Nneka Ibe
Lagos,Lagos,Dressmaker,Not Available,On-Demand,Oluwakemi Ojo
Adamawa,Adamawa,Caterer,Available,On-Demand,Oluwakemi Adebiyi
Kwara,Kwara,Furniture Maker,Not Available,Advance,Uchechi Ibe
Rivers,Rivers,Event Planner,Not Available,On-Demand,Oluwatobi Adebiyi
Kebbi,Kebbi,Makeup Artist,Not Available,On-Demand,Chidinma Eze
Anambra,Anambra,Event Planner,Available,Advance,Abubakar Ali
Taraba,Taraba,Electrician,Available,Advance,Chizoba Onyeka
Ogun,Ogun,Hairdresser,Not Available,On-Demand,Obinna Onyeka
Zamfara,Zamfara,Graphic Designer,Not Available,On-Demand,Umar Sani
Edo,Edo,Tiler,Not Available,Advance,Umar Abubakar
Lagos,Lagos,Welder,Not Available,On-Demand,Babatunde Ojo
Anambra,Anambra,Carpenter,Not Available,Advance,Ifeoma Ibe
Enugu,Enugu,Interior Decorator,Available,On-Demand,Obinna Nwankwo
Taraba,Taraba,Dressmaker,Available,Advance,Chinonso Okeke
Ogun,Ogun,Tiler,Available,On-Demand,Oluwaseun Adegbola
Oyo,Oyo,Makeup Artist,Available,Advance,Obinna Nwankwo
Jigawa,Jigawa,Dressmaker,Not Available,On-Demand,Obinna Okeke
Nasarawa,Nasarawa,Interior Decorator,Not Available,Advance,Abubakar Umar
Sokoto,Sokoto,Carpenter,Available,Advance,Sadiya Ali
Ondo,Ondo,Dressmaker,Not Available,On-Demand,Oluwatobi Adegbola
Sokoto,Sokoto,Painter,Not Available,Advance,Hauwa Ibrahim
Delta,Delta,Welder,Not Available,On-Demand,Olufemi Adegbola
Ondo,Ondo,Makeup Artist,Available,On-Demand,Uchechi Ibe
Sokoto,Sokoto,Interior Decorator,Available,On-Demand,Abubakar Abubakar
Gombe,Gombe,Welder,Available,Advance,Hauwa Sani
Borno,Borno,Dressmaker,Available,On-Demand,Abubakar Ali
Zamfara,Zamfara,Graphic Designer,Not Available,Advance,Hauwa Sani
Cross River,Cross River,Graphic Designer,Available,On-Demand,Aliyu Sani
Kebbi,Kebbi,Furniture Maker,Not Available,On-Demand,Yusuf Ali
Ogun,Ogun,Photographer,Available,Advance,Aliyu Muhammad
Oyo,Oyo,Plumber,Available,On-Demand,Chizoba Okafor
Kebbi,Kebbi,Hairdresser,Available,Advance,Hauwa Muhammad
Sokoto,Sokoto,Dressmaker,Available,On-Demand,Aliyu Ibrahim
Benue,Benue,Plumber,Available,On-Demand,Adetokunbo Adegbola
Osun,Osun,Furniture Maker,Not Available,On-Demand,Oluwakemi Ojo
Zamfara,Zamfara,Plumber,Available,Advance,Yusuf Ali
Kaduna,Kaduna,Caterer,Not Available,Advance,Oluwakemi Adegbola
Kaduna,Kaduna,Makeup Artist,Available,Advance,Obinna Okafor
Akwa Ibom,Akwa Ibom,Shoe Cobbler,Not Available,On-Demand,Nneka Ibe
Zamfara,Zamfara,Tailor,Available,On-Demand,Umar Abubakar
Borno,Borno,Dressmaker,Available,Advance,Chinonso Eze
Lagos,Lagos,Furniture Maker,Not Available,Advance,Ifeoma Okafor
Osun,Osun,Carpenter,Not Available,Advance,Oluwatobi Adegbola
Gombe,Gombe,Tiler,Not Available,On-Demand,Oluwakemi Ojo
Taraba,Taraba,Photographer,Available,On-Demand,Hauwa Yusuf
Oyo,Oyo,Electrician,Not Available,On-Demand,Chinonso Ibe
Cross River,Cross River,Shoe Cobbler,Available,Advance,Nneka Okoye
Jigawa,Jigawa,Plumber,Not Available,Advance,Abubakar Yusuf
Niger,Niger,Interior Decorator,Not Available,On-Demand,Oluwakemi Adebiyi
Lagos,Lagos,Mechanic,Not Available,On-Demand,Oluwatobi Adebiyi
Oyo,Oyo,Welder,Not Available,On-Demand,Olufemi Ajayi
Ondo,Ondo,Makeup Artist,Available,On-Demand,Yusuf Muhammad
Nasarawa,Nasarawa,Makeup Artist,Available,Advance,Nneka Eze
Osun,Osun,Hairdresser,Available,Advance,Nneka Nwankwo
Zamfara,Zamfara,Welder,Not Available,On-Demand,Umar Ali
Edo,Edo,Hairdresser,Available,On-Demand,Chukwudi Okafor
Ondo,Ondo,Plumber,Not Available,On-Demand,Olufemi Ajayi
Kogi,Kogi,Electrician,Not Available,On-Demand,Adetokunbo Ojo
Enugu,Enugu,Electrician,Not Available,Advance,Babatunde Ogunleye
Anambra,Anambra,Dressmaker,Not Available,Advance,Oluwatobi Ajayi
Kogi,Kogi,Mechanic,Not Available,On-Demand,Babatunde Adeyemi
Ogun,Ogun,Hairdresser,Not Available,On-Demand,Umar Hassan
Cross River,Cross River,Plumber,Not Available,Advance,Aliyu Abubakar
Ondo,Ondo,Tiler,Available,Advance,Oluwatoyin Adegbola
Rivers,Rivers,Electrician,Not Available,Advance,Chinonso Ibe
Adamawa,Adamawa,Mechanic,Available,Advance,Adetokunbo Olawale
Kogi,Kogi,Carpenter,Not Available,Advance,Aliyu Abubakar
Kogi,Kogi,Carpenter,Available,On-Demand,Sadiya Yusuf
Lagos,Lagos,Hairdresser,Available,On-Demand,Babatunde Ogunlana
Benue,Benue,Photographer,Not Available,Advance,Oluwaseun Olawale
Kano,Kano,Caterer,Not Available,On-Demand,Fatima Sani
Rivers,Rivers,Plumber,Available,Advance,Obinna Ibe
Sokoto,Sokoto,Photographer,Not Available,On-Demand,Olumide Ojo
Nasarawa,Nasarawa,Makeup Artist,Available,Advance,Uchechi Okeke
Lagos,Lagos,Mechanic,Available,On-Demand,Hauwa Sani
Kwara,Kwara,Carpenter,Available,On-Demand,Sadiya Ibrahim
Bayelsa,Bayelsa,Furniture Maker,Available,On-Demand,Nneka Eze
Niger,Niger,Electrician,Available,Advance,Chidinma Onyeka
Lagos,Lagos,Tailor,Available,Advance,Nneka Onyeka
Akwa Ibom,Akwa Ibom,Gardener,Available,Advance,Chukwudi Okoye
Ekiti,Ekiti,Gardener,Available,Advance,Ifeoma Okeke
Enugu,Enugu,Tailor,Not Available,Advance,Olufemi Olawale
Ebonyi,Ebonyi,Shoe Cobbler,Available,On-Demand,Olufemi Ogunleye
Lagos,Lagos,Tailor,Not Available,On-Demand,Chinonso Okafor
Ebonyi,Ebonyi,Carpenter,Not Available,On-Demand,Ifeoma Ibe
Kogi,Kogi,Makeup Artist,Not Available,Advance,Sadiya Hassan
Kebbi,Kebbi,Welder,Not Available,On-Demand,Hauwa Hassan
Kaduna,Kaduna,Tiler,Available,Advance,Adetokunbo Olawale
Abia,Abia,Makeup Artist,Available,Advance,Aisha Ali
Taraba,Taraba,Hairdresser,Available,On-Demand,Olumide Olawale
Kogi,Kogi,Tailor,Available,On-Demand,Oluwatoyin Adegbola
Abia,Abia,Photographer,Not Available,On-Demand,Chidinma Okeke
Delta,Delta,Shoe Cobbler,Available,Advance,Oluwatoyin Olawale
Akwa Ibom,Akwa Ibom,Photographer,Available,Advance,Fatima Hassan
Adamawa,Adamawa,Graphic Designer,Available,Advance,Babatunde Olawale
Jigawa,Jigawa,Painter,Not Available,Advance,Chidinma Okafor
Abia,Abia,Makeup Artist,Not Available,Advance,Adetokunbo Ogunlana
Akwa Ibom,Akwa Ibom,Furniture Maker,Available,On-Demand,Umar Hassan
Ekiti,Ekiti,Painter,Not Available,On-Demand,Oluwakemi Adegbola
Borno,Borno,Plumber,Not Available,On-Demand,Abubakar Hassan
Kano,Kano,Caterer,Available,Advance,Chidinma Okafor
Benue,Benue,Mechanic,Not Available,On-Demand,Olumide Ajayi
Cross River,Cross River,Barber,Available,On-Demand,Chizoba Okafor
Yobe,Yobe,Plumber,Available,On-Demand,Sadiya Hassan
Benue,Benue,Furniture Maker,Not Available,Advance,Chizoba Okoye
Yobe,Yobe,Plumber,Not Available,On-Demand,Olufemi Ojo
Imo,Imo,Graphic Designer,Not Available,Advance,Oluwatoyin Adeyemi
Ogun,Ogun,Mechanic,Not Available,Advance,Olumide Adebiyi
Katsina,Katsina,Welder,Not Available,On-Demand,Chinonso Okafor
Adamawa,Adamawa,Welder,Available,On-Demand,Olumide Adegbola
Adamawa,Adamawa,Carpenter,Available,On-Demand,Olufemi Ogunleye
Gombe,Gombe,Carpenter,Available,On-Demand,Umar Umar
Akwa Ibom,Akwa Ibom,Tailor,Not Available,On-Demand,Abubakar Umar
Bauchi,Bauchi,Tiler,Available,On-Demand,Chizoba Onyeka
Rivers,Rivers,Furniture Maker,Not Available,On-Demand,Yusuf Sani
Nasarawa,Nasarawa,Plumber,Available,On-Demand,Olufemi Adeyemi
Rivers,Rivers,Electrician,Not Available,Advance,Aliyu Ibrahim
Ondo,Ondo,Electrician,Available,On-Demand,Abubakar Muhammad
Jigawa,Jigawa,Shoe Cobbler,Available,On-Demand,Uchechi Okoye
Adamawa,Adamawa,Mechanic,Available,Advance,Olufemi Ogunlana
Niger,Niger,Makeup Artist,Not Available,Advance,Ifeoma Okafor
Borno,Borno,Furniture Maker,Not Available,On-Demand,Hauwa Ibrahim
Kebbi,Kebbi,Electrician,Not Available,Advance,Nneka Nwankwo
Abia,Abia,Graphic Designer,Not Available,Advance,Chinonso Okoye
Zamfara,Zamfara,Makeup Artist,Not Available,Advance,Abubakar Sani
Ogun,Ogun,Tailor,Not Available,On-Demand,Babatunde Ogunleye
Ondo,Ondo,Dressmaker,Available,On-Demand,Olumide Ojo
Taraba,Taraba,Graphic Designer,Not Available,On-Demand,Nneka Okeke
Jigawa,Jigawa,Barber,Available,On-Demand,Oluwaseun Adebiyi
Kaduna,Kaduna,Caterer,Available,Advance,Uchechi Nwankwo
Taraba,Taraba,Carpenter,Available,On-Demand,Nneka Okafor
Zamfara,Zamfara,Plumber,Not Available,Advance,Obinna Okafor
Bayelsa,Bayelsa,Gardener,Not Available,On-Demand,Chinonso Okafor
Ondo,Ondo,Electrician,Available,Advance,Obinna Ibe
